f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20
c9,c0,c0,c5,42,2,c1,c0,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9778,c1,223,0,c7
c0,c0,c0,c6,35,1,c0,c2,c1,899.1,5017.5,c1,64.70169999999999,-21.52,-3.4,0.43440000000000006,c1,300,0,c9
c0,c0,c2,c6,56,1,c0,c3,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9772,c1,95,0,c7
c6,c0,c0,c6,47,3,c0,c1,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9789999999999996,c1,320,0,c7
c0,c1,c0,c3,60,1,c0,c4,c2,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9801999999999995,c1,118,0,c5
c1,c1,c2,c0,40,2,c0,c0,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.976,c1,1238,0,c5
c1,c1,c0,c2,40,2,c0,c0,c1,899.1,5195.8,c1,65.24,-33.6,-0.1,2.5145999999999997,c1,132,0,c10
c5,c0,c0,c5,64,2,c0,c2,c1,899.1,4963.6,c1,65.93929999999999,-30.0,-1.1,0.5316,c1,222,0,c8
c0,c0,c0,c6,36,1,c0,c1,c2,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9778,c1,245,0,c7
c1,c0,c0,c0,57,2,c0,c1,c1,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.8064,c0,674,1,c4
c0,c0,c0,c6,27,1,c0,c1,c2,899.1,4991.6,c0,65.8189,-30.64,-1.7,0.5394,c1,249,0,c7
c9,c1,c0,c6,38,1,c1,c0,c2,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,20,0,c4
c9,c1,c0,c7,56,4,c1,c4,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9753999999999996,c1,988,0,c5
c11,c1,c2,c1,36,1,c0,c2,c2,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9148,c1,660,0,c4
c1,c0,c0,c2,28,3,c1,c1,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7746,c1,637,0,c4
c9,c1,c0,c2,52,2,c0,c3,c1,899.1,5228.1,c1,66.1255,-33.44,1.4,2.9196000000000004,c1,166,0,c5
c10,c0,c2,c0,59,9,c0,c3,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9772,c1,458,0,c6
c0,c0,c0,c6,24,1,c0,c2,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9778,c1,135,0,c6
c8,c0,c2,c7,25,1,c0,c4,c2,899.1,5076.2,c0,64.5407,-25.12,-2.9,0.49499999999999994,c1,248,0,c7
c1,c0,c0,c2,37,4,c0,c0,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.976,c1,412,0,c6
c7,c0,c2,c3,35,1,c0,c0,c1,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.843,c1,219,0,c3
c4,c0,c0,c6,42,4,c0,c3,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9772,c1,715,0,c7
c9,c1,c0,c5,54,6,c1,c4,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9772,c1,395,0,c6
c9,c0,c0,c6,34,1,c1,c3,c2,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9778,c1,1065,0,c6
c4,c0,c0,c6,41,3,c0,c4,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9753999999999996,c1,1044,0,c6
c9,c1,c2,c5,38,1,c0,c2,c1,899.1,5195.8,c0,65.24,-33.6,-0.1,2.472,c1,100,0,c10
c1,c0,c2,c3,38,1,c0,c0,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7794000000000001,c1,306,0,c4
c9,c0,c0,c6,50,2,c1,c4,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9772,c1,337,0,c6
c1,c1,c2,c7,37,3,c0,c4,c2,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,331,0,c4
c0,c0,c0,c6,38,2,c1,c3,c2,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.819,c1,555,0,c3
c9,c0,c2,c5,33,2,c0,c1,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9789999999999996,c1,97,0,c7
c4,c0,c0,c7,43,2,c0,c2,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9778,c1,129,0,c6
c7,c0,c0,c7,48,2,c0,c0,c1,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.7464,c1,486,0,c4
c1,c0,c2,c2,59,2,c0,c3,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9783999999999997,c1,152,0,c7
c6,c1,c0,c6,37,1,c0,c0,c1,899.1,4991.6,c0,65.8385,-31.84,-1.7,0.45239999999999997,c1,363,0,c5
c0,c1,c0,c2,53,1,c0,c2,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9148,c1,35,0,c4
c8,c0,c0,c3,30,6,c0,c0,c2,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.843,c0,7,1,c3
c9,c0,c0,c6,39,1,c0,c4,c1,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.843,c1,492,0,c3
c0,c0,c0,c6,33,1,c0,c1,c2,899.1,5076.2,c1,65.07409999999999,-32.64,-2.9,0.7572,c1,251,0,c5
c0,c0,c0,c6,38,3,c0,c3,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9808,c1,191,0,c7
c7,c0,c0,c5,37,3,c0,c0,c2,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.843,c0,93,1,c3
c1,c1,c0,c2,39,2,c0,c3,c1,899.1,5195.8,c0,65.24,-33.6,-0.1,2.4456,c0,281,1,c10
c0,c1,c0,c6,38,2,c0,c3,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9748,c1,781,0,c5
c6,c0,c0,c6,33,1,c0,c3,c0,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7961999999999999,c1,130,0,c4
c8,c0,c0,c5,37,1,c0,c0,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9819999999999998,c1,70,0,c7
c9,c0,c2,c6,56,3,c0,c3,c0,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9808,c1,384,0,c6
c2,c0,c0,c3,43,1,c0,c3,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9772,c1,362,0,c6
c0,c1,c0,c3,28,2,c0,c2,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9135999999999997,c1,238,0,c4
c4,c0,c0,c6,34,5,c1,c1,c0,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9766,c1,321,0,c6
c5,c1,c0,c3,54,2,c1,c1,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.973,c1,1992,0,c6
c9,c1,c0,c6,29,1,c2,c0,c2,899.1,5191.0,c2,65.7958,-29.12,1.1,2.9148,c1,147,0,c4
c8,c0,c0,c7,20,1,c0,c2,c2,899.1,5076.2,c1,65.07409999999999,-32.64,-2.9,0.756,c1,213,0,c5
c1,c0,c0,c7,45,1,c0,c3,c1,899.1,5099.1,c0,65.1525,-37.68,-1.8,0.846,c1,829,0,c3
c9,c1,c0,c6,32,5,c0,c4,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9130000000000003,c1,93,0,c4
c1,c1,c0,c2,48,2,c0,c4,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9783999999999997,c1,67,0,c7
c0,c0,c0,c6,30,1,c0,c1,c2,899.1,5195.8,c1,65.24,-33.6,-0.1,2.4918,c1,288,0,c10
c1,c1,c0,c0,44,1,c0,c2,c2,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9154,c1,381,0,c4
c0,c1,c2,c6,30,3,c0,c0,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9142,c1,304,0,c4
c2,c0,c0,c2,51,1,c0,c2,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9801999999999995,c1,90,0,c7
c7,c1,c0,c3,52,1,c0,c2,c2,899.1,5228.1,c1,66.1255,-33.44,1.4,2.9772,c1,324,0,c5
c8,c0,c0,c7,19,3,c1,c1,c2,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.843,c1,278,0,c3
c0,c0,c2,c1,47,2,c0,c3,c1,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.846,c0,399,1,c3
c1,c0,c0,c6,36,2,c0,c1,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7746,c0,85,1,c4
c0,c0,c0,c6,28,1,c0,c3,c1,899.1,5076.2,c1,65.07409999999999,-32.64,-2.9,0.756,c0,73,1,c5
c0,c1,c0,c6,33,1,c0,c0,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9148,c1,643,0,c4
c8,c0,c0,c3,18,1,c0,c4,c2,0.9,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7554000000000001,c2,251,2,c4
c1,c0,c0,c0,35,3,c0,c0,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.8124,c1,291,0,c4
c10,c1,c2,c3,25,9,c0,c4,c2,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9753999999999996,c1,287,0,c5
c7,c1,c0,c3,42,1,c1,c4,c1,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.843,c0,73,1,c3
c0,c0,c0,c3,22,2,c1,c4,c1,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.843,c1,156,0,c3
c9,c0,c0,c6,30,3,c0,c4,c0,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9783999999999997,c1,152,0,c7
c0,c0,c0,c3,33,1,c0,c1,c2,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.8064,c1,151,0,c4
c3,c0,c0,c0,53,2,c1,c1,c1,899.1,5076.2,c0,65.07409999999999,-32.64,-2.9,0.7512,c1,263,0,c5
c0,c0,c0,c0,52,4,c0,c0,c2,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.7794000000000001,c1,776,0,c4
c0,c0,c0,c6,51,2,c1,c3,c0,899.1,5195.8,c1,65.24,-33.6,-0.1,2.4456,c1,249,0,c10
c7,c0,c0,c3,28,1,c1,c1,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9772,c1,378,0,c6
c5,c0,c0,c6,58,1,c1,c1,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9796,c1,138,0,c7
c9,c0,c0,c5,35,2,c0,c1,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9778,c1,105,0,c7
c7,c1,c0,c1,33,2,c0,c0,c2,899.1,5228.1,c1,66.1255,-33.44,1.4,2.919,c1,177,0,c5
c4,c0,c0,c6,35,1,c0,c2,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9772,c1,130,0,c6
c0,c0,c0,c6,30,8,c0,c3,c2,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9772,c1,873,0,c6
c4,c0,c0,c6,34,5,c1,c2,c2,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.7686,c1,136,0,c4
c6,c0,c2,c0,39,1,c0,c2,c1,899.1,5195.8,c0,65.24,-33.6,-0.1,2.472,c0,159,1,c10
c9,c0,c0,c5,32,2,c1,c4,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9783999999999997,c1,219,0,c7
c1,c1,c0,c6,33,1,c0,c3,c1,899.1,4991.6,c0,65.9505,-32.24,-1.7,0.4692,c1,12,0,c6
c9,c0,c0,c3,47,9,c0,c1,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9789999999999996,c1,73,0,c7
c5,c1,c0,c4,42,3,c0,c2,c0,899.1,5076.2,c0,64.5407,-25.12,-2.9,0.5004000000000001,c1,128,0,c7
c0,c1,c0,c6,40,21,c0,c4,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9753999999999996,c1,17,0,c5
c11,c0,c2,c7,47,3,c0,c1,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9789999999999996,c1,104,0,c7
c2,c1,c0,c3,39,6,c0,c1,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9766,c1,135,0,c5
c0,c0,c0,c6,27,1,c0,c2,c2,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9772,c1,194,0,c6
c5,c0,c0,c3,66,1,c0,c2,c0,899.1,4991.6,c0,65.9505,-32.24,-1.7,0.5376,c0,211,1,c6
c0,c0,c0,c3,36,1,c0,c4,c1,899.1,5076.2,c1,64.72829999999999,-26.880000000000003,-2.9,0.6354000000000001,c0,122,1,c6
c0,c0,c0,c3,53,3,c0,c1,c0,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9766,c1,52,0,c6
c1,c1,c0,c2,36,1,c0,c0,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7794000000000001,c0,65,1,c4
c1,c0,c2,c2,51,1,c0,c4,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9772,c1,97,0,c6
c5,c0,c0,c3,60,1,c0,c2,c1,899.1,4963.6,c0,65.93929999999999,-30.0,-1.1,0.5256,c1,1640,0,c8
c4,c1,c0,c7,40,1,c0,c4,c1,899.1,5228.1,c1,66.1255,-33.44,1.4,2.9753999999999996,c1,170,0,c5
c7,c0,c0,c2,47,4,c0,c3,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9778,c1,676,0,c7
c9,c0,c0,c2,40,1,c0,c2,c1,899.1,5195.8,c0,65.24,-33.6,-0.1,2.472,c1,198,0,c10
c0,c1,c2,c6,49,3,c0,c4,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9130000000000003,c1,208,0,c4
c1,c1,c2,c2,41,4,c0,c0,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,457,0,c4
c4,c1,c2,c3,28,6,c0,c1,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9766,c1,61,0,c5
c4,c1,c0,c6,33,2,c0,c3,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9130000000000003,c1,178,0,c4
c0,c0,c0,c6,33,4,c0,c1,c2,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9766,c1,156,0,c6
c1,c1,c0,c1,34,2,c0,c0,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9148,c1,1622,0,c4
c7,c0,c2,c3,27,2,c0,c2,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.8004,c0,124,1,c4
c1,c0,c2,c0,53,1,c0,c1,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9796,c1,178,0,c7
c1,c1,c0,c3,47,6,c1,c4,c1,5.4,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7878000000000001,c2,72,1,c4
c1,c0,c0,c2,37,2,c1,c4,c1,899.1,5099.1,c0,65.1525,-37.68,-1.8,0.843,c1,1184,0,c3
c0,c0,c0,c6,31,1,c0,c2,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7686,c1,44,0,c4
c0,c1,c2,c6,40,1,c0,c1,c2,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9766,c1,99,0,c5
c0,c0,c0,c6,35,3,c0,c3,c2,899.1,5195.8,c0,65.24,-33.6,-0.1,2.4456,c1,295,0,c10
c0,c0,c0,c6,30,3,c0,c3,c1,899.1,5195.8,c1,65.24,-33.6,-0.1,2.4456,c1,857,0,c10
c6,c0,c0,c6,44,1,c0,c2,c1,899.1,5195.8,c1,65.24,-33.6,-0.1,2.472,c1,87,0,c10
c9,c0,c0,c5,59,1,c0,c3,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9772,c1,464,0,c6
c1,c1,c2,c0,27,7,c0,c3,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.916,c1,340,0,c4
c7,c0,c0,c3,48,2,c0,c0,c0,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.976,c1,72,0,c6
c2,c1,c2,c6,59,2,c0,c3,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.916,c1,147,0,c4
c9,c0,c0,c7,31,1,c0,c0,c1,899.1,5076.2,c1,65.07409999999999,-32.64,-2.9,0.7595999999999999,c0,84,1,c5
c0,c1,c0,c3,55,1,c1,c2,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9154,c1,213,0,c4
c7,c0,c2,c1,54,1,c0,c4,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.75,c1,250,0,c4
c10,c0,c0,c6,34,3,c0,c3,c1,899.1,5195.8,c1,65.24,-33.6,-0.1,2.4456,c1,266,0,c10
c10,c0,c0,c3,34,2,c0,c3,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9808,c1,284,0,c6
c0,c0,c2,c6,52,1,c0,c4,c1,899.1,5195.8,c1,65.24,-33.6,-0.1,2.4126,c1,131,0,c10
c1,c1,c2,c2,36,2,c0,c2,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,129,0,c4
c8,c0,c2,c6,24,3,c0,c3,c2,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9748,c1,20,0,c6
c0,c1,c2,c6,30,2,c0,c3,c0,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9130000000000003,c1,249,0,c4
c7,c1,c0,c3,26,4,c0,c4,c2,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,211,0,c4
c10,c0,c0,c3,39,3,c0,c3,c1,899.1,5076.2,c0,64.5407,-25.12,-2.9,0.5237999999999999,c1,192,0,c7
c6,c0,c0,c6,40,1,c0,c3,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9783999999999997,c1,155,0,c7
c1,c1,c0,c0,39,1,c1,c4,c2,899.1,4991.6,c1,65.8189,-30.64,-1.7,0.5388,c1,9,0,c7
c7,c1,c0,c3,48,2,c0,c0,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,788,0,c4
c0,c0,c0,c6,39,2,c0,c4,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7878000000000001,c1,150,0,c4
c4,c0,c0,c6,36,1,c0,c1,c1,899.1,4991.6,c0,65.8385,-31.84,-1.7,0.4565999999999999,c0,265,1,c5
c10,c1,c0,c5,39,6,c0,c4,c1,899.1,5228.1,c1,66.1255,-33.44,1.4,2.9801999999999995,c1,136,0,c5
c0,c0,c2,c6,30,2,c0,c0,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9778,c1,313,0,c7
c1,c0,c0,c2,48,1,c0,c2,c1,14.4,4991.6,c0,65.8189,-30.64,-1.7,0.54,c0,296,3,c7
c5,c0,c0,c2,55,2,c0,c4,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9778,c1,96,0,c7
c5,c0,c0,c2,45,1,c0,c2,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9801999999999995,c1,601,0,c7
c0,c0,c0,c3,32,1,c0,c4,c0,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.75,c1,25,0,c4
c0,c0,c0,c6,37,4,c0,c2,c2,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.8004,c1,51,0,c4
c0,c1,c0,c6,54,1,c0,c3,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9130000000000003,c1,98,0,c4
c9,c1,c0,c5,50,1,c1,c4,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9801999999999995,c1,64,0,c5
c0,c0,c2,c3,38,1,c0,c1,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9772,c1,203,0,c6
c0,c0,c0,c6,38,1,c0,c0,c2,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.843,c0,285,1,c3
c7,c0,c0,c3,59,2,c0,c4,c2,899.1,5008.7,c1,65.3583,-27.84,-1.8,0.3816,c1,169,0,c2
c1,c1,c0,c7,44,1,c0,c3,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9766,c1,239,0,c5
c3,c1,c2,c2,41,2,c0,c1,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9135999999999997,c1,129,0,c4
c7,c0,c0,c2,31,1,c0,c1,c2,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.8064,c1,163,0,c4
c6,c1,c0,c2,53,2,c0,c3,c0,899.1,5228.1,c1,66.1255,-33.44,1.4,2.9766,c1,177,0,c5
c4,c0,c0,c6,30,3,c0,c0,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7794000000000001,c0,61,1,c4
c0,c1,c0,c1,45,1,c0,c3,c0,899.1,5191.0,c1,65.7958,-29.12,1.1,2.916,c1,240,0,c4
c2,c1,c0,c0,41,2,c0,c4,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9753999999999996,c1,89,0,c6
c7,c0,c2,c0,40,1,c0,c4,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7878000000000001,c1,237,0,c4
c4,c1,c2,c2,44,2,c0,c2,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,282,0,c4
c4,c0,c0,c6,36,1,c0,c4,c1,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.75,c1,117,0,c4
c7,c0,c0,c3,46,1,c0,c3,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9808,c1,92,0,c6
c4,c0,c0,c6,32,2,c0,c3,c2,899.1,5195.8,c0,65.24,-33.6,-0.1,2.4456,c0,500,1,c10
c1,c1,c0,c5,52,3,c1,c2,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,611,0,c4
c1,c1,c2,c1,41,2,c0,c1,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9135999999999997,c1,167,0,c4
c0,c0,c2,c6,27,1,c0,c1,c2,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9766,c1,282,0,c6
c5,c0,c0,c5,63,1,c0,c0,c1,899.1,5023.5,c0,64.89909999999999,-26.400000000000002,-3.0,0.4236,c0,137,1,c11
c7,c0,c2,c3,50,2,c0,c0,c1,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.7794000000000001,c0,204,1,c4
c0,c0,c0,c6,39,2,c1,c4,c1,899.1,5099.1,c0,65.1525,-37.68,-1.8,0.843,c0,72,1,c3
c0,c1,c0,c3,33,1,c0,c1,c0,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9135999999999997,c1,190,0,c4
c4,c1,c0,c6,48,3,c0,c2,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9135999999999997,c1,353,0,c4
c1,c1,c0,c7,37,3,c0,c1,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,390,0,c4
c9,c0,c0,c6,30,1,c1,c2,c2,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9772,c1,63,0,c6
c2,c0,c2,c6,57,9,c2,c0,c1,899.1,5228.1,c2,65.7426,-34.160000000000004,1.4,2.976,c1,268,0,c6
c4,c1,c0,c6,38,1,c0,c4,c0,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9778,c1,247,0,c7
c2,c0,c0,c0,58,2,c0,c0,c1,899.1,5195.8,c0,65.24,-33.6,-0.1,2.5145999999999997,c1,104,0,c10
c7,c1,c2,c3,44,2,c0,c4,c0,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9130000000000003,c1,115,0,c4
c4,c0,c0,c6,55,5,c0,c3,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9778,c1,122,0,c7
c0,c0,c0,c3,27,4,c0,c0,c0,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7464,c1,166,0,c4
c9,c0,c0,c5,36,4,c0,c3,c2,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9808,c1,111,0,c6
c9,c0,c0,c6,32,1,c0,c2,c1,899.1,5195.8,c0,65.24,-33.6,-0.1,2.472,c1,223,0,c10
c1,c0,c0,c1,44,1,c0,c4,c1,899.1,5099.1,c0,65.1525,-37.68,-1.8,0.843,c1,468,0,c3
c0,c1,c0,c3,44,2,c0,c1,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9142,c1,221,0,c4
c9,c0,c0,c5,29,2,c0,c2,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9772,c1,290,0,c6
c5,c0,c0,c6,76,1,c0,c3,c1,899.1,4991.6,c0,65.8189,-30.64,-1.7,0.5394,c0,126,1,c7
c5,c0,c2,c0,56,2,c0,c2,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9783999999999997,c1,687,0,c7
c1,c1,c2,c1,32,3,c0,c2,c1,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.7686,c0,630,1,c4
c0,c1,c0,c6,26,1,c0,c2,c2,899.1,4963.6,c1,65.93929999999999,-30.0,-1.1,0.528,c1,9,0,c8
c9,c0,c0,c5,25,1,c1,c3,c2,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.819,c0,104,1,c3
c0,c1,c0,c3,32,1,c0,c2,c1,899.1,4963.6,c1,66.2207,-39.6,-1.1,0.5754,c1,48,0,c9
c9,c0,c0,c5,26,8,c0,c4,c2,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.75,c0,22,1,c4
c10,c0,c0,c3,24,1,c0,c0,c1,899.1,5017.5,c1,64.8543,-24.080000000000002,-3.4,0.429,c0,98,1,c10
c1,c0,c0,c2,38,2,c0,c3,c1,899.1,5195.8,c0,65.24,-33.6,-0.1,2.4456,c1,738,0,c10
c9,c1,c0,c6,42,2,c0,c0,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,64,0,c4
c10,c0,c0,c6,39,1,c0,c0,c2,5.4,5023.5,c1,64.89909999999999,-26.400000000000002,-3.0,0.4236,c2,387,2,c11
c1,c1,c0,c2,38,1,c0,c4,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9142,c1,100,0,c4
c9,c0,c0,c5,34,3,c0,c2,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9778,c1,511,0,c6
c9,c0,c0,c6,33,3,c0,c2,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7686,c1,152,0,c4
c5,c1,c0,c3,59,1,c0,c1,c2,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9766,c1,193,0,c5
c0,c0,c0,c6,38,3,c0,c3,c0,899.1,5195.8,c1,65.24,-33.6,-0.1,2.4456,c1,1532,0,c10
c6,c1,c0,c2,34,1,c0,c1,c1,899.1,5195.8,c1,65.24,-33.6,-0.1,2.4918,c1,37,0,c10
c5,c1,c0,c3,36,20,c0,c4,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9154,c1,192,0,c4
c0,c0,c0,c6,50,1,c0,c1,c2,5.4,4991.6,c0,65.8189,-30.64,-1.7,0.5424,c2,372,2,c7
c0,c0,c0,c3,28,1,c0,c2,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.8004,c1,72,0,c4
c0,c0,c0,c5,36,1,c0,c4,c2,899.1,5099.1,c0,65.1525,-37.68,-1.8,0.843,c0,122,1,c3
